"x","y"
11.8653524405414,14.1655961197284
10.4047480719164,11.8357395044934
10.1466526696458,11.2739161134101
8.26929027595577,9.13258831763371
10.0895261805579,13.4595994276965
10.6668976312503,14.0737266721893
8.92563313951611,14.7696285722129
11.5116293041142,12.8730488141842
11.3142759054479,14.2645394256424
10.1565302816555,12.5321712178299
10.7451189573973,14.0282471990295
11.2433453509164,14.3428195016498
9.32622164627537,13.0083072431658
8.40969411292133,12.8414702760188
8.91776382368534,10.9082991135737
9.20340277724354,10.9917545106204
8.5547296126282,12.6245993443591
5.50805766533189,9.23712884304078
11.7034322972501,14.8774243004869
10.6203842889518,11.8063110128163
10.3564729540346,14.3329005134241
9.31114199385047,11.8962668994409
9.16737052243679,13.0357626760877
10.3344512954354,13.8750626009662
11.5900523773486,13.130578880347
9.92022979763067,13.2975779943828
9.44904238176443,12.2534553156842
8.91049917698382,12.744641329807
10.0039397617802,9.79374404610669
9.37920547463,12.8861037388992
14.8622153068691,16.7347108658562
9.80910643571054,12.9792367624681
10.5717578255571,12.0303398394876
9.57444027171677,13.9403566440107
10.1804262356064,12.72611673681
9.73095855562138,13.689541751331
9.26114980627734,13.3813912602366
9.20404871277987,12.2019006660523
9.06532842949508,11.201324136253
13.122205555271,16.2413424439503
11.8636820669377,15.36454708955
11.8532801865691,14.9944828799797
9.4890751671046,11.7053272097455
9.15461389072715,12.8166215193519
9.7209093227835,11.6289162252818
8.90428251963584,12.8670235822489
9.65600214339793,14.6842562358324
14.0689587199823,17.4131771987001
8.70244866800039,9.50537119386838
8.01389339947162,10.9795926154929
10.2243872943459,13.9438727193465
10.4663828667253,14.131140820317
11.0534201412973,13.90408052275
10.263395151785,13.1173510770882
9.17045751685976,10.721138407697
7.43215545838263,11.2554103052226
7.78128111706373,8.8142155652255
8.73228778523844,12.730643627486
10.8410426005301,14.5480253969403
10.1918337936513,13.9567213784795
10.1021822180955,13.0859528897738
11.415710221892,14.3845517907536
5.95625848530376,10.3082524453389
9.52737725013867,12.802453425872
8.81341856163471,14.505546595361
9.85124611901119,12.0461834375983
9.34934397321194,13.6650306241241
10.6273913476616,13.7806582944642
9.92336918307657,13.0742291718138
10.1380041618831,12.4138889337896
7.04762021468992,10.680826914002
11.5533309773018,14.5249500529618
9.48557685967535,12.9618018635095
9.87432696251199,11.5616630456152
9.08644043844669,11.8511008811948
9.61269182618707,12.845196588516
8.96307040382652,12.0145151790354
7.96483008385656,12.1637961103367
9.98418761471246,11.3727306208659
9.04339184523104,12.6183139853973
9.66878316504881,10.7866493637626
9.93291339324787,13.4543089886993
9.36440656101331,13.5945638105372
11.8684024400169,16.5705759855077
8.70878261331944,10.6291711741877
8.18607955620644,11.996662377607
10.8348840232518,13.2279635654676
10.2589396541007,14.4197241839587
10.893548306967,15.622847669399
8.84371714790518,13.596176550654
9.06022481438248,10.0527919228775
10.8194207229929,14.4862709861572
8.86380248707263,12.6374477143542
10.2731329950395,12.9090452853569
10.8297829664824,13.8960832296948
10.054941744364,13.0578525707064
10.8614070899364,14.070722874507
10.6807423555292,15.003241477709
9.96883249830923,10.7899335449756
9.119300827426,12.0627677694396
